source_file,line_index,bengali,english
1952_1_775_782_b.txt,22,"বেঙ্গল ইন্ডিগো কোম্পানি বনাম রোগবুর দাস(¹) এর প্রিভি কাউন্সিলের দ্বারা এটি অনুষ্ঠিত হয়েছিল যে ""একটি ""জুরিপেশগি"" ইজারা একটি ভাড়ায় জমি চাষের জন্য একটি নিছক চুক্তি নয়, তবে অগ্রিম অর্থের জন্য ভাড়াটেদের জন্য একটি নিরাপত্তা"" . তারা তাদের সামনের ইজারাগুলির কথা বলতে গিয়ে দেখেছিল যে, ""প্রশ্নাধীন ইজারাগুলি জমি চাষের জন্য নিছক চুক্তি ছিল; কিন্তু সেগুলিও গঠন করার উদ্দেশ্যে ছিল, এবং গঠন করেছিল, ভাড়াটেদের জন্য একটি বাস্তব এবং বৈধ নিরাপত্তা। মূল অর্থ যা তিনি অগ্রিম করেছিলেন, এবং তার উপর সুদ। তাদের অধীনে ভাড়াটেদের দখল ছিল, আংশিকভাবে, শুধুমাত্র চাষীদেরই নয়, বরং তাদের পাওনাদাররা তাদের জামানতের মাধ্যমে তাদের বকেয়া ঋণ পরিশোধ করতেন।"" এই কথাগুলো আমাদের সামনের ইজারা আমলের ক্ষেত্রে প্রযোজ্য; এর প্রভাবশালী উদ্দেশ্য ছিল অগ্রিম ঋণের জন্য একটি নিরাপত্তা প্রদান করা এবং বাড়িওয়ালা এবং ভাড়াটে কোনো সম্পর্ককে অস্তিত্বে না আনা।","It was held by the Privy Council in Bengal and India v. Rogburt Das (1) that ""a judicial lease"" is not a mere contract for cultivating land for a rent, but a real and legitimate security for the tenant. The money which he had advanced, and the interest thereon. Under them the tenant had, in part, not only the possession of the farmers, but also the credit of the creditors who paid their outstanding debts by their collateral."" These words apply to our prior lease period; its dominant purpose was to provide a security for the advance loan and not to bring into existence any relationship of landlord and tenant."
1952_1_775_782_b.txt,23,"সাধারণ নিয়ম হল যে একজন ব্যক্তি হস্তান্তর বা অন্যথায় তার নিজের চেয়ে অন্যকে ভাল উপাধি প্রদান করতে পারে না। একজন বন্ধকী তাই, বন্ধক রাখা সম্পত্তিতে এমন আগ্রহ তৈরি করতে পারে না যা বন্ধক হিসাবে তার সুদের সমাপ্তির পরেও নিশ্চিত হবে। তদুপরি, বন্ধকদাতা, যিনি বন্ধক রাখা সম্পত্তির দখল নেন, তাকে অবশ্যই এটি পরিচালনা করতে হবে কারণ একজন সাধারণ বিচক্ষণ ব্যক্তি যদি এটি তার নিজের হয় তবে এটি পরিচালনা করবেন; এবং সে যেন ধ্বংসাত্মক কোনো কাজ না করে","The general rule is that a person may not transfer, or otherwise assign, a title better than his own to another. A mortgagor may not, therefore, create an interest in the mortgaged property that will be assured even after the expiration of his interest as a mortgagger. Moreover, the mortgador, who takes possession of the property, must manage it because a person of ordinary prudence would manage it if it were his own; and he must not commit any act of vandalism."
1952_1_775_782_b.txt,24,(১) (১৮৯৭) ২৪ ক্যাল. ২৭২।,(1) 1897; 24 Cal. 276.
1952_1_775_782_b.txt,25,"বা সম্পত্তি স্থায়ীভাবে ক্ষতিকারক; সম্পত্তি হস্তান্তর আইনের ধারা ৭৬, উপ-ধারা (এ) এবং (ই) দেখুন। এটি অনুসরণ করে যে তিনি বন্ধকের সময়সীমা অতিক্রম না করে ইজারা মঞ্জুর করতে পারেন; তার দ্বারা প্রদত্ত যেকোন ইজারা অবশ্যই পুনঃক্রয় সময় শেষ হতে হবে। বন্ধকী আইনের জীবিকা নির্বাহের সময় বন্ধকদারের স্বার্থের জন্য ক্ষতিকর কোনোভাবে যেমন একটি ইজারা প্রদান করে যা ভাড়াটিয়াকে জমিতে স্থায়ী বা দখলের অধিকার অর্জন করতে সক্ষম করতে পারে যার ফলে বন্ধকের খাস দখলের অধিকারকে হারাতে পারে; এটি একটি আইন যা সম্পত্তি হস্তান্তর আইনের ধারা ৭৬, উপ-ধারা (ই) এর বিধানের মধ্যে পড়ে।","or the property is permanently injurious; see section 76, paragraphs (a) and (e) of the Transfer of Property Act. It follows that he may grant the lease without exceeding the term of the mortgage; any lease given by him must expire at the time of the repurchase. In any manner prejudicial to the interest of the mortgagee during the subsistence of the mortgage, such as by granting a lease which may enable the tenant to acquire a right of occupancy in the land, thereby forfeiting the mortgagee's right of possession of the house; this is an act falling within the provisions of section 77, paragraph (e)of the Transfer of Personal Property Act."
1952_1_775_782_b.txt,26,বিচক্ষণ ব্যবস্থাপনার মাধ্যমে একজন ভাড়াটিয়ার এর কাছে একটি বন্ধকদারের দ্বারা অনুমোদিত বন্দোবস্ত এবং প্রয়োজনীয় সময়ের জন্য জমির প্রকৃতির উপর ভিত্তি করে প্রদত্ত বা সংবিধি দ্বারা প্রদত্ত ভাড়াটে অধিকারের উত্থান সম্পূর্ণ ভিন্ন বিষয়। এটি সাধারণ নিয়মের ব্যতিক্রম। বন্ধক খালাসের পরেও বন্ধক দ্বারা ভাড়াটিয়াকে বের করা যাবে না। তিনি কিছু ক্ষেত্রে দখলদার রায়ত এবং অন্যান্য ক্ষেত্রে অ দখল রায়ত হতে পারে। কিন্তু বন্ধকদার দ্বারা ভাড়াটিয়া বন্দোবস্ত অবশ্যই  প্রকৃত ছিল। এই ব্যতিক্রমটি এমন ক্ষেত্রে প্রযোজ্য হবে না যেখানে বন্ধকের শর্তাবলী বন্ধকদাতাকে স্পষ্টভাবে বা প্রয়োজনীয় অর্থের দ্বারা জমিতে ভাড়াটেদের কোনো বন্দোবস্ত করতে নিষেধ করে।,"The emergence of tenancy rights granted to a tenant by a tenant through prudent management is an entirely different matter based on the nature of the settlement and the land for the period required by the tenant. This is an exception to the general rule. The tenant cannot be evicted by the tenant even after the mortgage has been discharged. He can be an occupier or a non-occupier in some cases. But the tenancy settlement by the tenant must have been genuine. This exception will not apply in cases where the terms of the mortgage prohibit the tenant from making any settlement on the land, either expressly or by necessary means."
1952_1_775_782_b.txt,27,"যেখানে সমস্ত জমিদারি অধিকার বন্ধকদাতাকে দেওয়া হয়, সেখানে দলিলের যথাযথ নির্মাণ থেকে অনুমান করা যেতে পারে যে তিনি পরিচালনার সাধারণ পদ্ধতিতে ভাড়াটেদের সাথে জমি বন্দোবস্ত করতে পারেন এবং ভাড়াটেরা তাদের সামর্থ্য অনুযায়ী জমিতে নির্দিষ্ট অধিকার অর্জন করতে পারে। ভাড়াটে হিসাবে মঞ্জিল-লাল বিশ্বনাথ শাহ দেও বনাম শেখ মহিউদ্দিন (১) মামলায় বন্ধকদার কর্তৃক প্রজাদের কাছে বন্ধক রাখা রায়তি জমির একটি যথার্থ ও সঠিকসম্মত বন্দোবস্ত ছিল এবং এটি ধরা হয়েছিল যে বন্ধকদারের খালাসের পরে তাদের উচ্ছেদ করার অধিকার ছিল না। বাবু ভৈরো নাথ রায় বনাম শাঁকে পাহান (২), ""বকশত"" জমি সংক্রান্ত পূর্বের সিদ্ধান্ত, এবং","Where all the ancillary rights are given to the mortgagee, it may be inferred from the proper construction of the deed that he may enter into land settlements with the tenants in the ordinary course of management and the tenants may acquire certain rights in the land to the best of their ability. In the case of Man-Lal-Shah Devin v. Sheikh Mohammed (1), as a tenant there was a genuine and correct settlement of the land mortgaged by the mortgagee to the subjects and it was held that the mortgagee had no right to evict them after their acquittal. In Babu Ramon y Cajal v. Shankee Ramon (2), the earlier decision regarding ""land grab"", and"
1952_1_775_782_b.txt,28,(১) (১৯২৭) ৮ প্যাট। এল.টি. ৯২।			(২) (১৯২৯) আই.এল.আর.৮ প্যাট। ৩১.,(1) (1927) Pt. ...92 | (2) (1929) Pt...31.
1952_1_775_782_b.txt,29,"""জুরিপেশগি"" ইজারাতে ভাড়াটেদের বন্দোবস্তের বিষয়ে বন্ধকী ইজারাদারের ক্ষমতা সীমিত করার কোনো বিধান ছিল না। ""খুদখাস্ত"" ভূমি ও ""বকষ্ট"" ভূমি প্রকৃতপক্ষে রায়তী জমির প্রকৃতি যা আত্মসমর্পণ, পরিত্যাগ বা ক্রয় দ্বারা মালিকের দখলে আসে।","The ""Juripesh"" lease did not contain any provision limiting the powers of the mortgagee with respect to the settlement of tenants. The ""Khudasht"" land and ""Bakashta"" land were in fact the nature of royalty land which came into the possession of the owner by surrender, relinquishment or purchase."
1952_1_775_782_b.txt,30,"বর্তমান ক্ষেত্রে, আমাদের ইজারা দলিলের নিম্নোক্ত ধারাটি রয়েছেঃ ""ইজারাদারের ইজারা (নিজের চাষের অধীনে ""খুদখাস্ত"" জমি হওয়ায়) অংশের দখল ও দখলে প্রবেশ করতে হবে, তাদের চাষ করতে হবে, অর্থ প্রদান করতে হবে। আমাদের কাছে বছরের পর বছর সংরক্ষিত ভাড়া হিসাবে ২ আনা, নির্বাহক, এবং তার ইজারাদারি স্বার্থ থাকার কারণে বছরের পর বছর তার পণ্যগুলিকে উপযুক্ত করে।"" এই শব্দটি বন্ধক দেওয়া জমিতে ভাড়াটিয়াদর সনাক্তকরণ থেকে বন্ধকীকে অযোগ্য করে। রাম লাল গোপ, পিতামহ আসামীদের মধ্যে প্রথম পক্ষ, যারা ১৯০৮ সালে কাবুলিয়াতটি কার্যকর করেছিল তারা অবশ্যই লক্ষন্দেও সিং বন্ধকদাতার মালিকানা অধিকার এবং যে শর্তাবলীর অধীনে নিবন্ধিত ""জুরিপেশগি"" ইজারা দলিলের অধীনে জমিগুলি ধারণ করেছিল সে সম্পর্কে অবশ্যই জানত এবং সম্ভবত এই কারণেই ভাড়াটিয়া কেবল গ্রহণ করেনি, ৩ বছরের জন্য ইজারা দেন, কিন্তু লিজের মেয়াদ শেষ হওয়ার পর ""থিকা"" জমিগুলো তার পুরনো কাস্ত জমি বলে দাবি না করে স্পষ্টভাবে ""থিকা"" জমির দখল ছেড়ে দেওয়ার অঙ্গীকার করেন। তার কবুলিয়ত (প্রদর্শ ১১) আসলে লক্ষনদেও সিং-এর ইজারাদারি আগ্রহকে নির্দেশ করে। এসব তথ্যের পরিপ্রেক্ষিতে হাইকোর্টের বিদগ্ধ বিচারপতিরা বলেছেন যে তারা বন্দোবস্তটি যথার্থ ও সঠিক বা বন্ধকদাতা এই জমিগুলি বন্দোবস্ত করার ক্ষেত্রে তার অধিকারের মধ্যে ছিল তা মানতে প্রস্তুত ছিলেন না।","In the present case, we have the following clause in the lease deed: ""The lessee's lease (being ""khudhakhat"" land under his own cultivation) is to enter into the possession and possession of the property, and to cultivate it, and pay it. We have two annuities, the executor, as the rent reserved for years, and his goods are appropriate year after year by virtue of having a lessee interest."" This term disqualifies the lessee from identification as the tenant in the mortgaged land. Ram Lal Gopa, the first party among the three defendants, who executed the kabilat in 1908, must have known about the ownership rights of the lessee and the terms and conditions under which Lachhandeo Singh held the lands under the ""jurisdiction"" of the ""lease deed"", and perhaps that is why the lessee not only accepted, but also granted the lease for three years, but also explicitly promised to relinquish possession of the ""kabilat"" land after the lease expired without claiming that the ""thek"" lands were his old cast land. His kabuliyat (Exhibit 11) actually indicates Lachandeo Singh's lesse interest. In view of these facts, the learned judges of the High Court have stated that they were not prepared to accept that the settlement was not fair and correct or that the lessee was within his rights in settling these lands."
1952_1_775_782_b.txt,31,"বিনাদ লাল পুকরাশি এবং অন্যান্য বনাম কালু প্রামাণিক এবং অন্যান্য(১) পূর্ণ বেঞ্চের সিদ্ধান্তের উপর আপীলকারীদের জন্য দৃঢ় নির্ভরতা স্থাপন করা হয়েছিল যেখানে বলা হয়েছিল যে একজন ব্যক্তি রায়ত হিসাবে জমির দখলে নিযুক্ত হন এমনকি একজন অনুপ্রবেশকারীর দ্বারা অ-অধিগ্রহণকারী হয়ে ওঠে। বেঙ্গল প্রজাস্বত্ব আইনের ধারা ৫, উপ-ধারা, ২ এর অর্থের মধ্যে রায়ত এবং বহিষ্কার থেকে সুরক্ষিত ছিল। কিন্তু পরবর্তীতে এই সিদ্ধান্ত নেওয়া হয়েছে","A strong reliance was placed on the appellants by the decision of the Full Bench in Binad Lal Puri and Others v. Kalu Pramanik and Others (1) where it was held that a person engaged in the possession of land as a rioter becomes a non-acquirer by an intruder. Bengal was protected from riots and expulsions within the meaning of Section 5, sub-section 2, of the Tenancy Act. But this decision has been taken subsequently."
1952_1_775_782_b.txt,32,(১) (১৮৯৩) আই.এল.আর. ২০ ক্যাল। ৭০৮।,(1) 1893 -- 20 Cal. 708.
1952_1_775_782_b.txt,33,বেশ কয়েকটি ক্ষেত্রে ব্যাখ্যা করা হয়েছে যে এই প্রস্তাবের প্রকৃত ভিত্তির উপর  করে যে অধিকারগুলি প্রকৃত পক্ষে অবশ্যই তাদের কাছ থেকে অর্জিত হয়েছে যাকে তারা যথার্থ ও সঠিকই বিশ্বাস করেছিল যে তাদের জমির দখল নেওয়ার অধিকার রয়েছে। লক্ষনদেও সিং-এর পক্ষে ইজারা দলিল এবং রাম লাল গোপের কবুলিয়তের আবৃত্তির পরিপ্রেক্ষিতে এখানে ঘটনাটি ঘটেনি।,It has been explained in several instances that on the very basis of this proposition the rights which the original parties must have acquired from those whom they rightly and rightly believed to have the right to take possession of the land did not occur here in view of the fact that the lease deed and the confession of Ram Lal Gopa were recited in favour of Lakshadweep Singh.
1952_1_775_782_b.txt,34,"বিহার প্রজাস্বত্ব আইনের ২০ এবং ২১ ধারাগুলি আপীলকারীদের পক্ষে বিজ্ঞ আইনজীবী তার যুক্তিগুলির সময় উল্লেখ করেছিলেন এবং তিনি উল্লেখ করেছিলেন যে এই মামলার জমিটি ১৯০৮ থেকে ১৯৪২ সাল পর্যন্ত তার মক্কেল এবং তাদের পূর্বসূরিদের দ্বারা ক্রমাগত দখলে ছিল, যখন তাদের বের করে দেওয়ার চেষ্টা করা হয়েছিল। এই বিভাগগুলির আবেদন করার জন্য, আমাদের অবশ্যই এমন একটি অবস্থানে থাকতে হবে যে আপিলকারীরা ""নিষ্পত্তিকৃত রায়ত"" ছিলেন। ""রায়ত"" ধারা ৫ এর উপ-প্রকরণ ২-এ সংজ্ঞায়িত করা হয়েছে যার অর্থ ""প্রাথমিকভাবে একজন ব্যক্তি যিনি নিজের দ্বারা বা তার পরিবারের সদস্যদের দ্বারা চাষ করার উদ্দেশ্যে জমি রাখার অধিকার অর্জন করেছেন...... উপ-ধারা ৩ বিধান করে যে একজন ব্যক্তিকে রায়ত হিসাবে গণ্য করা হবে না যদি না সে অবিলম্বে মালিকের অধীনে বা অবিলম্বে একটি মেয়াদ-হোল্ডারের অধীনে জমি ধারণ করে থাকে। লাখনদেও সিং একজন ""স্বত্বাধিকারী"" ছিলেন না যার অর্থ হল একজন ব্যক্তি মালিকানাধীন, তা অছি হোক না কেন। বা তার নিজের সুবিধার জন্য, একটি এস্টেট বা একটি এস্টেটের অংশঃ তিনি শুধুমাত্র একজন বন্ধক ছিলেন। অথবা তিনি একটি মেয়াদ-ধারক বা উপ মেয়াদ-ধারক ছিলেন না, কারণ তিনি উপ-প্রকরণ  (১) এ প্রদত্ত সংজ্ঞা মেনে চলেন না। ধারা ৫ এর, যথা, একজন ব্যক্তি যিনি খাজনা আদায়ের উদ্দেশ্যে বা জমিতে ভাড়াটিয়া স্থাপন করে চাষাবাদের আওতায় আনার উদ্দেশ্যে মালিকের কাছ থেকে বা অন্য মেয়াদ-ধারকের কাছ থেকে জমি রাখার অধিকার অর্জন করেছিলেন। যেহেতু এই ক্ষেত্রে আছে শুধুমাত্র দেখায় যে জমিগুলি বাদীর চাষের অধীনে ছিল এবং সেগুলি বন্ধকদারের দখলে দেওয়া হয়েছিল যাতে তিনি নিজে চাষ করতে পারেন। তাই, রাম লাল গোপ দাবি করতে পারেননি যে তিনি গ্রামের একজন মীমাংসিত রায়ত ছিলেন এবং আইনের অধীনে তিনি জমিতে দখলের অধিকার নিশ্চিত করেছিলেন। যা তিনি লক্ষন্দেও সিংয়ের কাছ থেকে ইজারা নিয়েছিলেন।","Sections 20 and 21 of the Bihar Tenancy Act were referred to by the learned counsel for the appellants during his arguments and he pointed out that the land in this case was continuously occupied by his clients and their predecessors from 1908 to 1942, when an attempt was made to evict them. In order to invoke these sections, we must be in a position to hold that the appelants were ""disposed ryots."" ""Ryot"" is defined in sub-section 2 of section 5 to mean ""a person who has acquired the right to hold land for the purpose of cultivation by himself or by members of his family...."" Sub-section 3 provides that a person shall not be deemed to be a ""ryot"" unless he holds the land immediately under the owner or immediately under a term-holder. In Lakshadweep, Singh was not a ""proprietor"" which means that person owned, or had the right to own, a house. Or for his own benefit, an estate or part of an estate: he was only a mortgagee. Or he was no term-holder or sub-term-holder, as he did not comply with the definition given in sub-clause (1). In section 5, namely, a person who acquired the right of holding land from the owner or from another term-holder for the purposes of collecting rent or for the purpose or of bringing the land under cultivation by setting up a tenant on the land. Since this is the case, it only shows that the lands were under the cultivation of the plaintiff and that they were given into the possession of the mortgagee so that he could cultivate them himself. Therefore, Ram Lal Gopal could not claim that he was a settler of the village and that under the Act he had secured the right of occupancy of the land. Which he had taken on lease from Singh in Lakhandee."
1952_1_775_782_b.txt,35,"সবশেষে ইজারা করার জন্য তাগিদ দেওয়া হলো শ্রীমতি আনারো কুয়ের স্বীকার্যভাবে একটি মৌখিক লেনদেন ছিল এবং ভাড়াটেদের সাথে বন্দোবস্তের বিরুদ্ধে কোনো নিষেধাজ্ঞার কোনো প্রমাণ ছিল না যতক্ষণ না তার ভাগ (৩.৯৭ একর) যুক্ত ছিল এবং এই অঞ্চলের ক্ষেত্রে পক্ষগুলির অধিকারগুলি থেকে আলাদাভাবে দাঁড়াবে প্রথম বাদীর পক্ষে ৪ একর এবং ২৯ সেন্ট সম্পর্কিত অধিকার হিসেবে। নীচের আদালতে এই মতামত টি নেওয়া হয়নি যেখানে লক্ষন্দেও সিংকে দেওয়া দুটি ইজারাকে এমনভাবে মোকাবেলা করা হয়েছিল যেন তারা এক এবং একই লেনদেনের অংশ হিসেবে দেখায়, অধিকার এবং দায়, যাই হোক না কেন, উভয়ই অভিন্ন। আমরা এই মতামতটির অনুমতি দিতে পারি না।","The last insistence on the lease was an oral transaction admitted by Mr. Anaro Ku and there was no evidence of any injunction against the settlement with the tenants as long as her share (3.97 acres) was attached and would stand separately from the rights of the parties in respect of this area as regards the rights relating to 4 acres and 29 cents in favour of the first plaintiff. This opinion was not taken up in the court below where the two leases granted to Singh by Lakshada were also dealt with as if they were part of one and the same transaction, the rights and liabilities, whatever they may be, being identical. We cannot allow this opinion."
1952_1_775_782_b.txt,36,ফলে হাইকোর্টের ডিক্রি নিশ্চিত হয় এবং বাদী-উত্তরদাতাদের খরচসহ আবেদন খারিজ হয়ে যায়। অন্য উত্তরদাতাদের খরচের জন্য কোন আদেশ থাকবে না।,"As a result, the decree of the High Court is confirmed and the appeal is dismissed with costs for the plaintiff-respondents. There will be no order for costs for the other respondents."
1952_1_775_782_b.txt,37,আবেদন খারিজ।,The appeal is rejected.
1952_1_775_782_b.txt,38,আপিলকারীদের পক্ষেঃ এস.পি. ভার্মা।,On behalf of the appellants: Vera.
1952_1_775_782_b.txt,39,উত্তরদাতাদের পক্ষের নং ১ থেকে ৯ঃ এম এম সিনহা।,No. 1 to 9 on behalf of the respondent: M. M. Singha.
1952_1_775_782_b.txt,40,উত্তরদাতাদের পক্ষের নং ১১ থেকে ১৬ঃ কে. এল মেহতা।,No. 11 to 16 on behalf of the respondent: K.L. Mehta.
1952_1_775_782_b.txt,41,"স্থানীয় ভাষায় অনূদিত রায়টি সীমিত ব্যবহারের জন্য ও মামলাকারীর সেটি মাতৃ ভাষায় বোঝার জন্য এবং তা অন্য কোনো উদ্দেশ্যে ব্যবহার করা যাবে না। সমস্ত ব্যবহারিক এবং সরকারী উদ্দেশ্যে, রায়ের ইংরেজি সংস্করণটি প্রামাণিক হবে এবং কার্যকরী ও প্রয়োগের উদ্দেশ্যে সেটি প্রযোজ্য হবে।","The judgment translated into the local language is limited in use and understanding by the litigant in the local language and cannot be used for any other purpose. For all practical and official purposes, the English version of the judgment shall be authentic and shall be applicable for the purposes of operation and enforcement."
1953_1_652_655_b.txt,0,রাম নারায়ণ সিং,
1953_1_652_655_b.txt,1,বনাম,vs.
1953_1_652_655_b.txt,2,দিল্লি রাজ্য এবং অন্যান্য.,the state of Delhi and others.
1953_1_652_655_b.txt,3,"[বিচারপতিগণ - পতঞ্জলি শাস্ত্রী সি.জে., মুখার্জিয়া, এস.আর. দাস, গুলাম হাসান এবং ভগবতী।]","[Judges--Patanjali Swarup, Mehta, Das, Ghulam and Hazzam.]"
1953_1_652_655_b.txt,4,"ফৌজদারি বিচার-মামলা মুলতুবি করা-আসামীকে হেফাজতে রিমান্ডে নেওয়ার আদেশ নেই- আটকের বৈধতা--ফৌজদারি কার্যবিধি, ১ ৮ ৯ ৮ , ধারা ৩ ৪ ৪ -হেবিয়াস কর্পাস।","Criminal trial - Adjournment of trial - Defendant not ordered to be remanded in custody - Validity of detention - Code of Criminal Procedure, 1949, section 3 - 4 - Hague conventions."
1953_1_652_655_b.txt,5,হেবিয়াস কর্পাস কার্যধারায় আদালতকে প্রত্যাবর্তনের সময় আটকের বৈধতা বা অন্যথায় বিবেচনা করতে হবে এবং কার্যধারার প্রতিষ্ঠানের রেফারেন্স দিয়ে নয়।,"In habeas corpus proceedings, the court must consider the legality or otherwise of the detention at the time of the return and not with reference to the institution of the proceedings."
1953_1_652_655_b.txt,6,"ফৌজদারি কার্যবিধির ধারা ৩ ৪ ৪  একজন ম্যাজিস্ট্রেটের প্রয়োজন, যদি তিনি একটি মামলা মুলতুবি করতে চান, অভিযুক্তকে হেফাজতে থাকলে ওয়ারেন্টের মাধ্যমে রিমান্ডে পাঠানোর জন্য ""এবং আরও বিধান করে যে এই ধারার অধীনে হাইকোর্ট ব্যতীত অন্য কোন আদালতের দ্বারা প্রদত্ত প্রতিটি আদেশ অবশ্যই হবে। লিখিত। যেখানে একজন বিচারিক ম্যাজিস্ট্রেট লিখিত আদেশের মাধ্যমে একটি মামলা মুলতুবি করেছিলেন কিন্তু রেকর্ডে এমন কিছুই ছিল না যাতে দেখা যায় যে তিনি অভিযুক্তকে হেফাজতে রাখার আদেশ দিয়েছেন।","Section 3 (4) of the Code of Criminal Procedure requires a magistrate, if he wishes to adjourn a case, to remand the accused by warrant if He is in custody"" and further provides that every order passed by any court other than the High Court under this section must be in writing. Where a judicial magistrate had adjourned a case by order in writing but there was nothing on record to show that he had ordered the custody of the accused."
1953_1_652_655_b.txt,7,আদেশঃ- মুলতুবি রাখার আদেশের পরে অবৈধভাবে আসামিকে আটক রাখা হয়েছিল।,Order: - The accused was held indefinitely after the order of adjournment.
1953_1_652_655_b.txt,8,"যারা অন্য ব্যক্তিদের তাদের ব্যক্তিগত স্বাধীনতা থেকে বঞ্চিত করার আহ্বান, যা তারা তাদের কর্তব্য বলে মনে করেন, তাদের অবশ্যই আইনের ফর্ম এবং নিয়মগুলি কঠোরভাবে এবং নিষ্ঠার সাথে পালন করতে হবে।","Those who call upon other persons to deprive them of their personal liberty, which they consider to be their duty, must strictly and strictly observe the forms and rules of the law."
1953_1_652_655_b.txt,9,মূল বিচার বিভাগ; ১ ৯ ৫ ৩  সালের পিটিশন নং ৫ ৪ ।,Original Judgment; Petition No. 54 of 1953.
1953_1_652_655_b.txt,10,হেবিয়াস কর্পাসের প্রকৃতিতে একটি রিটের জন্য সংবিধানের ৩ ২  অনুচ্ছেদের অধীনে পিটিশন।,Petition under Article 32 of the Constitution for a write in the nature of habeas corpus.
1953_1_652_655_b.txt,11,"জয় গোপাল শেঠি এবং বেদ ব্যাস (এস. কে. কাপুর, এ. কে. দত্ত, এ. এন. চোনা, আর. পাথনায়েক এবং এ. এন. সিনহা, তাদের সঙ্গে) আবেদনকারীদের পক্ষে।","Jame Gopal Shetty and Ved Vyas (S. K. Kapoor, A. K. Dutta, A. N. Joona, R. Pathanayak and A. S. Sinha, with them) for the petitioners."
1953_1_652_655_b.txt,12,"সি. কে. দফতরি, উত্তরদাতাদের জন্য ভারতের সলিসিটর-জেনারেল (পোরাস এ. মেহতা, তার সাথে)।","C. K. O., Solicitor-General of India, for the respondent (Porus A. Mehta, with him)."
1953_1_652_655_b.txt,13,১ ৯ ৫ ৩ . মার্চ ১ ২ . আদালতের রায় প্রধান বিচারপতি দ্বারা প্রদান করা হয়.,"March 3, 1959. Judgment of the court is delivered by the chief justice."
1953_1_652_655_b.txt,14,"পতঞ্জলি শাস্ত্রী সি.যে. -এটি রাম নারায়ণ সিং জনৈক রাম নারায়ণ সিং কর্তৃক চারজন ভদ্রলোকের, যথা, ডক্টর এস.পি. মুখার্জি, শ্রী এন.সি. চ্যাটার্জি, পন্ডিত নন্দলাল শর্মা এবং পন্ডিত গুরু দত্ত বৈদ, যারা আসল মামলায় আবেদনকারীরা।","Patanjali sahib - This is Ram Narayan Singh by one Ram Nayan Singh of four gentlemen, namely, Mr. Manipuri, Mr. Chakraborty, Pandit Nandalal Sharma and Pandit Guru Datt Vaid, who are the petitioners in the original case."
1953_1_652_655_b.txt,15,"এই ব্যক্তিরা ৬ ই মার্চ, ১ ৯ ৫ ৩ -এর সন্ধ্যায় গ্রেপ্তার করা হয় এবং তাদের বিরুদ্ধে এখন প্রশ্নবিদ্ধ এলাকায় সভা এবং মিছিল নিষিদ্ধ করার আদেশ অমান্য করার অভিযোগে বিচার করা হচ্ছে, ভারতীয় দণ্ডবিধির ১ ৮ ৮  ধারার অধীনে শাস্তিযোগ্য অপরাধ।","The men were arrested on the evening of March 6, 1953, and are now being tried for allegedly disobeying orders by holding meetings and other public meetings in the area in question, an offense punishable under Section 18 of the Indian Penal Code."
1953_1_652_655_b.txt,16,"তাদের আটক দুটি রিমান্ড আদেশের ভিত্তিতে ন্যায়সঙ্গত হতে চাওয়া হয়েছে, যেটি দিল্লির অতিরিক্ত জেলা ম্যাজিস্ট্রেট মিঃ ধিলোন কর্তৃক পাস করা হয়েছে বলে অভিযোগ করা হয়েছে; প্রায় রাত্রি ৮ টা,  ৬ ই মার্চ, ১ ৯ ৫ ৩  তারিখে, এবং অন্যটি ৯ ই মার্চ, ১ ৯ ৫ ৩  প্রায় ৩ টে, যেখানে  বিচারিক ম্যাজিস্ট্রেট কর্তৃক পাস করার অভিযোগ রয়েছে। মামলাটি মুলতুবি করার সময় তার সামনে একটি হেবিয়াস কর্পাস পিটিশন এ আদালতে দায়ের করা হয়েছে।","Their detention has been sought to be justified on the basis of two remand orders, one allegedly passed by Mr. Dhillon, Additional District Magistrate, Delhi; at about 8 p.m. on March 6, 1953, and the other on March 8, 1953, at about 3 p. m., where it is alleged to have been passed by the Juvenile Magistrate. A habeas corpus petition has been filed before this Court during the pendency of the case before it."
